Order,Family,Genus,Species,Outcome_Binary,Outcome_Count,binom,AdultMass_g,SexMat_d,Gest_d,IBI_d,LitterSize,Litters_Yr,BirthWt_g,Wean_d,WeanWt_g,MaxLong_m
Rodentia,Muridae,Mus,oubanguii,0,0,Mus oubanguii,8.79548038,55.4626281,20.74421898,30.92499719,4.396656827,3.835294542,1.032655283,22.65395778,4.919015409,48.39099481
Rodentia,Muridae,Mus,pahari,0,0,Mus pahari,8.773740552,56.51708444,20.70541096,31.0467555,4.307890886,3.824276943,1.047740687,22.80010801,4.916528857,48.21503134
Rodentia,Muridae,Mus,phillipsi,0,0,Mus phillipsi,8.400965436,52.20543401,20.74296437,30.52171392,4.395944499,3.832300747,1.043617415,22.32083146,4.644642726,46.99053564
Rodentia,Muridae,Mus,platythrix,0,0,Mus platythrix,29.08,63.70077641,20.7173807,30.43154885,6.93,3.705407233,1.715421091,24.02440956,9.925785564,51.74125306
Rodentia,Muridae,Mus,saxicola,0,0,Mus saxicola,8.388615215,52.64993882,20.64401699,30.85519035,4.407529667,3.859479471,1.061571138,22.49696632,4.62666818,47.54004804
Rodentia,Muridae,Mus,setulosus,0,0,Mus setulosus,11.18,58.35446849,20.71607653,31.29543297,3.92,3.786158864,1.010247657,22.84423953,5.129573493,48.58050835
Rodentia,Muridae,Mus,setzeri,0,0,Mus setzeri,6.65,59.71409773,20.80858111,31.05997209,4.19823988,3.944633492,0.990312604,22.18527744,4.896284454,44.9431346
Rodentia,Muridae,Mus,shortridgei,0,0,Mus shortridgei,9.173935572,57.10675243,20.73593376,31.13379579,4.484313882,3.745616731,1.059307192,22.80898959,4.987741394,48.93273561
Rodentia,Muridae,Mus,sorella,0,0,Mus sorella,9.145625687,53.99188183,20.78177194,31.02996826,4.447412062,3.72063467,1.05394172,22.44120066,4.905862111,49.08744863
Rodentia,Muridae,Mus,spicilegus,0,0,Mus spicilegus,14.1404021,103.46,21.4208941,31.97787112,6.69,4.5,1.272953384,23.44256919,5.845382163,42
Rodentia,Muridae,Mus,spretus,0,0,Mus spretus,16.67,40.36,20.52536354,30.84039861,5.15,3.82060251,1.184699554,22.22047379,7.152462184,48.18564689
Rodentia,Muridae,Mus,tenellus,0,0,Mus tenellus,12.3040314,68.24880051,24.87216805,34.56635557,1.94,4.307301208,1.161656421,22.76908659,5.409077608,51.11085003
Rodentia,Muridae,Mus,terricolor,0,0,Mus terricolor,9.774720576,53.79321818,20.59522004,30.82888212,4.465432128,3.670445444,1.10182872,22.86675662,4.709717551,48.20067718
Rodentia,Muridae,Mus,triton,0,0,Mus triton,12.62,50.85,20.368,31.2483614,4.4,3,1.29,27.5,4.5,53.07238798
Rodentia,Muridae,Mus,vulcani,0,0,Mus vulcani,10.6291599,56.97869337,20.16909809,31.24441643,4.343974779,3.628797916,1.161479482,23.0253538,4.744836739,50.02477981
Rodentia,Gliridae,Muscardinus,avellanarius,0,0,Muscardinus avellanarius,29.19,346.11,24.97,50,4.3,1.5,0.8,37.61,13.95451115,72
Chiroptera,Phyllostomidae,Musonycteris,harrisoni,0,0,Musonycteris harrisoni,17.80139719,244.7474668,117.5587091,166.7160512,0.98593537,1.982813347,3.290657939,44.36879087,10.67159264,104.2073192
Carnivora,Mustelidae,Mustela,africana,0,0,Mustela africana,536.98,242.0252998,37.93803176,188.2342635,4.789215436,1.824704694,6.243540772,52.48632573,110.4727414,102.5817678
Carnivora,Mustelidae,Mustela,altaica,0,0,Mustela altaica,180.24,249.8239503,40,365,5.44,1,4.325764087,56,51.86202168,99.08089308
Carnivora,Mustelidae,Mustela,eversmanii,0,0,Mustela eversmanii,1684.21,326.63,40.14,365,7.82,1,4.99,48.8,164.7437812,109.2
Carnivora,Mustelidae,Mustela,felipei,0,0,Mustela felipei,211.3,254.2919315,38.0200658,180.7985182,4.688008253,1.777499807,4.789940522,51.67711615,65.0949884,95.7072605
Carnivora,Mustelidae,Mustela,itatsi,0,0,Mustela itatsi,313.8605869,250.4126518,39.81894895,185.6066892,4.665635435,1.795572268,5.193665383,52.58367554,73.67711167,98.92238657
Carnivora,Mustelidae,Mustela,kathiah,0,0,Mustela kathiah,263.74,254.8963547,40.58658296,181.8191635,4.630438944,1.784320547,5.492692952,50.27133883,74.37918306,96.88114371
Carnivora,Mustelidae,Mustela,lutreola,0,0,Mustela lutreola,566.44,351.71,43.74,365,4.5,1,7.4,58.71,108.4400299,120
Carnivora,Mustelidae,Mustela,lutreolina,0,0,Mustela lutreolina,466.25,276.4080298,38.73350976,181.3675474,4.816710078,1.828034558,6.999121785,52.59849695,107.1096511,109.896055
Carnivora,Mustelidae,Mustela,nigripes,0,0,Mustela nigripes,907.1,371.23,43,365,3.36,1,7.39,59.66,127.8409043,144
Carnivora,Mustelidae,Mustela,nivalis,0,0,Mustela nivalis,78.45,169.99,36.49,273.75,5.07,1,2,36.74,45.63,120
Carnivora,Mustelidae,Mustela,nudipes,0,0,Mustela nudipes,569.42,243.279263,39.04421208,184.7569303,4,1.727264218,6.997802766,54.50684081,111.4855795,105.73689
Carnivora,Mustelidae,Mustela,putorius,0,0,Mustela putorius,975.55,308.5,41.49,252.5,8.48,1,9.5,54.39,136.9682274,168
Carnivora,Mustelidae,Mustela,sibirica,0,0,Mustela sibirica,530.85,249.2909231,30.12,178.2990856,6.48,1.782061158,6.134674684,58.2,108.7221293,106
Carnivora,Mustelidae,Mustela,strigidorsa,0,0,Mustela strigidorsa,1500,292.2925078,36.67603881,177.6021159,4.802627779,1.647113397,7.855701971,54.36044759,153.9755695,114.5080412
Carnivora,Mustelidae,Mustela,subpalmata,0,0,Mustela subpalmata,662.8145658,275.104372,38.23868865,175.1327925,4.721428279,1.741764742,7.193294507,54.90165072,116.4922139,111.1647009
Carnivora,Mephitidae,Mydaus,javanensis,0,0,Mydaus javanensis,2500,444.1864999,61.08677538,230.0931418,2.791319827,1.682645733,52.24246653,71.02653868,441.3666684,132.190259
Carnivora,Mephitidae,Mydaus,marchei,0,0,Mydaus marchei,2500,444.1864999,61.08677538,230.0931418,2.787421349,1.682645733,52.22359001,71.02653868,441.3666684,132.190259
Rodentia,Muridae,Mylomys,dybowskii,0,0,Mylomys dybowskii,110.96,71.83870524,23.04176491,45.34862427,4.04,4.089667135,4.785637899,22.9366629,31.81018419,45.10950063
Rodentia,Muridae,Mylomys,rex,0,0,Mylomys rex,55.51002812,67.37413893,24.15708713,32.28726868,4.070354676,3.694725722,3.206597209,22.15199401,17.11793186,42.08504681
Rodentia,Myocastoridae,Myocastor,coypus,0,0,Myocastor coypus,6361.55,187.09,131.86,131.5,5.34,2.58,205.7,52.83,1750,144
Rodentia,Cricetidae,Myodes,andersoni,0,0,Myodes andersoni,32.69658361,40.60821491,21.1412667,21.93897159,4.772456265,3.939253621,2.200461465,20.45471127,11.86181465,37.93123588
Rodentia,Cricetidae,Myodes,californicus,0,0,Myodes californicus,18.3,61.65067359,18,23.13017969,3.1,3.85,1.736673956,21.84946014,9.318755587,36.41882726
Rodentia,Cricetidae,Myodes,centralis,0,0,Myodes centralis,25.69490936,41.23509136,21.77846663,22.91103707,4.83,10,2.040184807,20.2069312,10.83350855,39.45342947
Rodentia,Cricetidae,Myodes,gapperi,0,0,Myodes gapperi,19.83,94.39,18,17,5.37,2.4,1.49,30.87,10.37,20
Rodentia,Cricetidae,Myodes,imaizumii,0,0,Myodes imaizumii,31.72253906,45.58434392,21.09696889,21.70241401,5.121777634,4.316700931,2.158778357,20.54631395,11.46586931,36.25157323
Rodentia,Cricetidae,Myodes,regulus,0,0,Myodes regulus,28.71312956,50.10478322,20.52788147,23.12680666,4.887307057,4.030286517,2.048379428,20.9281448,11.7900819,36.59420302
Rodentia,Cricetidae,Myodes,shanseius,0,0,Myodes shanseius,32.4552564,45.22869612,20.84511591,22.43626315,4.875921347,3.973118908,2.163906644,20.61568324,11.62959613,37.27559591
Rodentia,Cricetidae,Myodes,smithii,0,0,Myodes smithii,34.94,67.06198204,19,22,4.1,2.861724884,2.13,27.34,12.51669995,42
Dasyuromorphia,Dasyuridae,Myoictis,melas,0,0,Myoictis melas,221.77,358.5595462,25.66340816,212.6834124,5.524669051,1.659184207,0.038706837,117.4997561,37.75734753,51.90775174
Dasyuromorphia,Dasyuridae,Myoictis,wallacii,0,0,Myoictis wallacii,137.5453806,360.8211811,26.86855095,211.2025185,5.515600986,1.656477874,0.034406563,118.0911676,30.67986498,51.27456617
Rodentia,Gliridae,Myomimus,personatus,0,0,Myomimus personatus,27.95976149,179.7897522,26.22474449,92.19779975,4.45082287,1.888366256,1.637148578,33.9778556,15.17120522,74.02164872
Rodentia,Gliridae,Myomimus,roachi,0,0,Myomimus roachi,28.8534011,182.3383974,26.13475382,91.9872312,4.505695304,1.895129088,1.732930129,33.95506648,15.48059096,73.72905469
Rodentia,Gliridae,Myomimus,setzeri,0,0,Myomimus setzeri,27.60999114,176.9860749,26.08579976,92.84939745,4.460613347,1.866076247,1.720359355,34.20000681,15.10224189,71.01887659
Rodentia,Muridae,Myomyscus,angolensis,0,0,Myomyscus angolensis,53.61331489,75.42346822,23.92884928,31.46223188,3.371233227,3.899539136,2.910823162,24.88070138,16.52353364,40.23952316
Rodentia,Muridae,Myomyscus,brockmani,0,0,Myomyscus brockmani,53.64105444,75.09680651,24.13510152,32.00209129,3.368159326,3.870502606,2.906433022,24.1944437,15.54498778,39.76811637
Rodentia,Muridae,Myomyscus,verreauxii,0,0,Myomyscus verreauxii,41,75.53016689,24.11061589,30.62525353,3.372558366,3.658302675,2.295523116,24.63362357,14.4584548,41.44554643
Rodentia,Muridae,Myomyscus,yemeni,0,0,Myomyscus yemeni,51.4387404,76.23092294,24.2431755,31.75666918,3.334319546,4.03339282,2.941015065,24.57915916,16.12904149,42.79023466
Chiroptera,Pteropodidae,Myonycteris,brachycephala,0,0,Myonycteris brachycephala,54.25592396,278.010975,134.429698,181.1555769,0.99436327,1.971437707,10.72333607,66.60853863,28.85656006,97.75875152
Chiroptera,Pteropodidae,Myonycteris,relicta,0,0,Myonycteris relicta,53.32,273.0447388,134.9943186,183.5031112,0.994567223,1.994254627,10.9484606,66.60244522,29.18650734,98.21560903
Rodentia,Dasyproctidae,Myoprocta,acouchy,0,0,Myoprocta acouchy,954.87,218.76,98.43,98.01638752,1.97,2.397338694,75.23,26.19,349.99,120
Rodentia,Dasyproctidae,Myoprocta,pratti,0,0,Myoprocta pratti,966.73,137.42,99.65,105.8185464,1.77,2.43835363,79.3,48.63,228.5027826,109.1411203
Chiroptera,Molossidae,Myopterus,daubentonii,0,0,Myopterus daubentonii,15.57702547,312.8462074,95.5841973,180.4110655,0.998189519,1.844736529,3.591048338,54.10688424,9.909663214,108.9026433
Chiroptera,Molossidae,Myopterus,whitleyi,0,0,Myopterus whitleyi,11.55,305.2316708,101.4864663,173.9024899,0.991772351,1.831586155,2.015144657,50.26662911,7.448914104,104.4483874
Rodentia,Cricetidae,Myopus,schisticolor,0,0,Myopus schisticolor,29.99,25.37,23.74,25,5.25,2,3.2,19.86,13.04,12
Rodentia,Sciuridae,Myosciurus,pumilio,0,0,Myosciurus pumilio,16.44,257.9327686,38.74179154,117.003911,1.97,1.805690019,3.236178133,46.15734408,19.78995747,71.93856494
Soricomorpha,Soricidae,Myosorex,babaulti,0,0,Myosorex babaulti,9.873473967,169.2219535,25.57929302,71.05472314,2.99,2.114930583,0.817733871,24.18808481,5.534463129,15.648786
Soricomorpha,Soricidae,Myosorex,blarina,0,0,Myosorex blarina,6.618667414,197.3397196,24.71247833,75.64215151,3.391507494,2.171765997,0.693014912,24.35124216,4.508225715,15.9349448
Soricomorpha,Soricidae,Myosorex,cafer,0,0,Myosorex cafer,12.3,161.5441306,25.85986174,72.50537727,2.99,2.151777404,0.871765474,24.13377665,5.918996505,15.28209534
Soricomorpha,Soricidae,Myosorex,eisentrauti,0,0,Myosorex eisentrauti,6.266979426,194.63664,24.19954705,76.05910699,3.621989287,2.210629629,0.656763035,24.94304714,4.419414963,15.9452323
Soricomorpha,Soricidae,Myosorex,geata,0,0,Myosorex geata,9.34,181.0071514,24.07322696,73.0406706,4,2.143406398,0.711272244,24.48919626,5.751476912,17.01749339
Soricomorpha,Soricidae,Myosorex,kihaulei,0,0,Myosorex kihaulei,6.369487627,198.0748897,24.52058406,75.64215151,3.431573661,2.186476299,0.683305225,24.37425898,4.331215813,15.89942665
Soricomorpha,Soricidae,Myosorex,longicaudatus,0,0,Myosorex longicaudatus,5.442548875,209.4470926,24.18610129,74.26747812,3.552211274,2.160526685,0.672715541,24.57886734,4.250479037,15.91876024
Soricomorpha,Soricidae,Myosorex,okuensis,0,0,Myosorex okuensis,6.361898006,198.5362647,24.43639689,75.64215151,3.515878264,2.186476299,0.679709377,24.52997657,4.419414963,15.9452323
Soricomorpha,Soricidae,Myosorex,rumpii,0,0,Myosorex rumpii,5.442548875,209.4470926,24.18610129,74.26747812,3.55112579,2.160526685,0.672715541,24.57886734,4.250479037,15.91876024
Soricomorpha,Soricidae,Myosorex,schalleri,0,0,Myosorex schalleri,6.293671954,192.6372311,24.28270445,76.05910699,3.557054011,2.201684445,0.654714674,24.72301854,4.419414963,15.9452323
Soricomorpha,Soricidae,Myosorex,sclateri,0,0,Myosorex sclateri,5.437492561,209.4470926,24.21811766,74.26747812,3.545733178,2.160526685,0.662622403,24.77791937,4.250479037,16.05873584
Soricomorpha,Soricidae,Myosorex,tenuis,0,0,Myosorex tenuis,6.474367805,191.9544118,24.62549894,76.05910699,3.418698652,2.212553966,0.664579763,24.73127069,4.369047141,15.97433042
Soricomorpha,Soricidae,Myosorex,varius,0,0,Myosorex varius,11.68,174.0703053,25.96563713,75.77645913,2.9,2,1,21,6.100125378,12
Soricomorpha,Soricidae,Myosorex,zinki,0,0,Myosorex zinki,5.437492561,209.4470926,24.21811766,74.26747812,3.545733178,2.160526685,0.662622403,24.77791937,4.250479037,16.05873584
Rodentia,Spalacidae,Myospalax,aspalax,0,0,Myospalax aspalax,434.6048397,164.9118644,45.94672965,93.67985931,2.278522662,2.158161607,12.02699233,41.19104406,106.537869,48.01342407
Rodentia,Spalacidae,Myospalax,myospalax,0,0,Myospalax myospalax,225,269.9120307,29.71677863,365,4.5,1,5.88504729,45.14171031,58.78970344,58.82283402
Rodentia,Spalacidae,Myospalax,psilurus,0,0,Myospalax psilurus,259.21,183.9765428,45.08235882,92.5461205,3.11,2.09620974,9.05064378,43.12582919,81.07145966,50.70837342
Chiroptera,Vespertilionidae,Myotis,abei,0,0,Myotis abei,7.428306241,160.3653102,66.23352537,144.8626068,1.215462624,2.233313673,1.11704732,41.23821711,4.554336945,75.22921417
Chiroptera,Vespertilionidae,Myotis,adversus,0,0,Myotis adversus,10.41,231.09,78.47772275,151.9385114,1,2.5,1.316235679,56.28,5.033948839,85.79686083
Chiroptera,Vespertilionidae,Myotis,aelleni,0,0,Myotis aelleni,7.561007808,166.769324,66.34607203,144.8121357,1.16850291,2.233313673,1.118685034,42.59374461,4.55887167,78.32825412
Chiroptera,Vespertilionidae,Myotis,albescens,0,0,Myotis albescens,5.69,152.76,93.18,128.4296488,0.98,2.5,1.089498283,30.2,4.019428479,85.37739012
Chiroptera,Vespertilionidae,Myotis,alcathoe,0,0,Myotis alcathoe,10.27253017,175.8289273,66.07966313,142.4889228,1.14020337,2.207267717,1.194189712,41.37927464,5.063747864,73.38797107
Chiroptera,Vespertilionidae,Myotis,altarium,0,0,Myotis altarium,11,179.0416354,64.34176807,143.4563843,1.130075085,2.185121346,1.235588441,40.39561088,5.248184997,71.67762718
Chiroptera,Vespertilionidae,Myotis,anjouanensis,0,0,Myotis anjouanensis,10.06551876,175.0924554,65.59499052,142.5433942,1.1520456,2.197438914,1.164944929,40.66770875,5.104045745,73.78968835
Chiroptera,Vespertilionidae,Myotis,annamiticus,0,0,Myotis annamiticus,8.040261261,168.8732966,65.28264099,146.6389818,1.191991893,2.128337076,1.134643023,40.83089348,4.672021351,75.92109327
Chiroptera,Vespertilionidae,Myotis,annectans,0,0,Myotis annectans,9.75,175.8929553,65.83739706,141.53405,1.178978393,2.108924395,1.162334234,41.70195718,5.044596957,74.80654134
Chiroptera,Vespertilionidae,Myotis,atacamensis,0,0,Myotis atacamensis,7.525802093,171.3152424,64.68907936,145.3327647,1.209536228,2.111619916,1.138784138,40.47018109,4.624202511,72.70340073
Chiroptera,Vespertilionidae,Myotis,ater,0,0,Myotis ater,7.430563212,169.5275532,64.93515836,145.3327647,1.208129475,2.133303886,1.138784138,40.85464826,4.624202511,74.27197935
Chiroptera,Vespertilionidae,Myotis,auriculus,0,0,Myotis auriculus,38.04,185.5456594,66.53005573,146.9532271,1,2.074948512,2.840982401,38.24592408,10.18675708,38
Chiroptera,Vespertilionidae,Myotis,australis,0,0,Myotis australis,6.600992089,343.0779149,68.8074887,179.8472066,1.112484969,1.960367558,1.441269795,52.41199695,5.290730053,193.5302242
Chiroptera,Vespertilionidae,Myotis,austroriparius,0,0,Myotis austroriparius,7.35,188.68,66.15740887,365,1.88,1,1.12,46.8,5.183933393,72
Chiroptera,Vespertilionidae,Myotis,bechsteinii,0,0,Myotis bechsteinii,9.47,401.905517,72.23819771,365,1,1,2.410581225,58.27431522,8.075167401,252
Chiroptera,Vespertilionidae,Myotis,blythii,0,0,Myotis blythii,23.82,420.91,75.83927611,192.111847,0.98,1.915025949,3.460107556,57.38469986,12.3240357,237.99
Chiroptera,Vespertilionidae,Myotis,bocagii,0,0,Myotis bocagii,7.93,371.961738,66.84882333,184.0907654,0.99,1.986675192,1.690792649,55.59676901,5.905650747,209.97249
Chiroptera,Vespertilionidae,Myotis,bombinus,0,0,Myotis bombinus,5.423440485,353.1000016,69.35667542,180.6898857,1.00104027,1.973954192,1.461272629,59.39446937,4.943467191,194.2192422
Chiroptera,Vespertilionidae,Myotis,brandtii,0,0,Myotis brandtii,5.3,345.9707271,69.56590618,180.9873324,1.006629859,1.861114327,1.397241701,58.6378319,4.878615261,187.6005048
Chiroptera,Vespertilionidae,Myotis,bucharensis,0,0,Myotis bucharensis,4.986341235,348.1530589,68.56742488,180.3169148,1.005360054,1.94353807,1.399534305,62.47000864,4.892586906,187.6383999
Chiroptera,Vespertilionidae,Myotis,californicus,0,0,Myotis californicus,4.39,390.714262,72.02503765,365,0.99,1,1.914644631,89.79,5.661046023,180
Chiroptera,Vespertilionidae,Myotis,capaccinii,0,0,Myotis capaccinii,8.15,377.57,54.99,179.6049106,0.99,1.926012023,1.593368822,43.78742246,5.592201138,210.2577157
Chiroptera,Vespertilionidae,Myotis,chiloensis,0,0,Myotis chiloensis,7.99425497,367.2449312,69.42753592,181.861134,0.98,1.918456833,1.893264695,50.69803843,6.245200036,201.8801933
Chiroptera,Vespertilionidae,Myotis,chinensis,0,0,Myotis chinensis,41.99,391.4355758,76.88839679,184.4351391,1.038091402,1.937366201,4.457498877,48.57355118,14.53967998,205.2233711
Chiroptera,Vespertilionidae,Myotis,ciliolabrum,0,0,Myotis ciliolabrum,4.89,345.3700119,68.03277525,179.0548491,1.009208927,1.856525645,1.476046461,51.11146102,4.795333378,183.3185899
Chiroptera,Vespertilionidae,Myotis,cobanensis,0,0,Myotis cobanensis,7.230429703,370.779282,63.51273065,182.387465,1.0131944,1.923983835,1.605552004,46.3180353,5.487104133,207.8819751
Chiroptera,Vespertilionidae,Myotis,csorbai,0,0,Myotis csorbai,8.581435741,365.2400095,62.43337849,176.7111033,1.010181385,1.931800755,1.799664229,45.82310656,5.651792903,213.3065932
Chiroptera,Vespertilionidae,Myotis,dasycneme,0,0,Myotis dasycneme,15.16,397.1871973,74.14302606,184.1845137,1,1.922959692,2.830148219,49.7928002,9.309092961,234
Chiroptera,Vespertilionidae,Myotis,daubentonii,0,0,Myotis daubentonii,7.63,371.23,55.14,365,1.21,1,2,35.33,5.49,336
Chiroptera,Vespertilionidae,Myotis,davidii,0,0,Myotis davidii,6.008246374,360.7439854,58.91102654,175.9506761,1.016024313,1.895262169,1.49336891,41.84840719,5.004577919,207.5741439
Chiroptera,Vespertilionidae,Myotis,dominicensis,0,0,Myotis dominicensis,6.104908176,362.6947918,59.25902083,175.9506761,1.007491256,1.916980936,1.440629469,41.71490907,4.900192937,205.4404727
Chiroptera,Vespertilionidae,Myotis,elegans,0,0,Myotis elegans,4.21,359.3602399,70.02064516,180.0479238,0.98,1.851948276,1.418085905,50.02538061,4.650933174,189.558799
Chiroptera,Vespertilionidae,Myotis,emarginatus,0,0,Myotis emarginatus,7.56,413.84,60.11274405,365,0.99,1,1.953827585,41.61,7.131637188,216
Chiroptera,Vespertilionidae,Myotis,evotis,0,0,Myotis evotis,6.91,375.7650207,58.33897251,365,0.98,1,1.22,38.70209968,5.781577465,264
Chiroptera,Vespertilionidae,Myotis,fimbriatus,0,0,Myotis fimbriatus,5.753774614,351.0651936,59.81161663,171.1308268,0.994926349,1.924769404,1.436542212,41.46078549,4.652136937,197.3478202
Chiroptera,Vespertilionidae,Myotis,findleyi,0,0,Myotis findleyi,7.236132798,381.1253129,60.47596059,180.206803,1.007454139,1.921719043,1.723610311,42.81532063,5.731404467,217.4979127
Chiroptera,Vespertilionidae,Myotis,formosus,0,0,Myotis formosus,7.07,455.085938,71.48478486,192.0086555,0.993362079,1.880930777,2.736269569,50.37540423,7.405389221,252.6775248
Chiroptera,Vespertilionidae,Myotis,fortidens,0,0,Myotis fortidens,4.37,417.9303419,66.67565779,188.0069054,0.98,1.921125868,1.715686451,51.95540999,5.272539033,206.582994
Chiroptera,Vespertilionidae,Myotis,frater,0,0,Myotis frater,7.54,730,72.74686088,198.1802689,1,1.840356441,3.351441801,52.10715456,14.63200022,262.1581667
Chiroptera,Vespertilionidae,Myotis,gomantongensis,0,0,Myotis gomantongensis,7.475157626,425.5372104,62.33098909,187.4563475,0.990076268,1.90170884,1.968999263,44.31951058,6.494837305,237.1689232
Chiroptera,Vespertilionidae,Myotis,goudoti,0,0,Myotis goudoti,5.56,369.9495875,59.24374925,179.9866649,1.002729753,1.893715433,1.572075841,41.34780577,4.758601107,199.4536216
Chiroptera,Vespertilionidae,Myotis,grisescens,0,0,Myotis grisescens,10.84,530.44,67.99546695,365,0.99,1,2.94,42.35,12.66696177,471.24
Chiroptera,Vespertilionidae,Myotis,hajastanicus,0,0,Myotis hajastanicus,7.675855912,435.6552057,67.49369191,191.4353335,1.001565189,1.895611792,2.200805739,44.78532262,6.93685721,259.6565817
Chiroptera,Vespertilionidae,Myotis,hasseltii,0,0,Myotis hasseltii,8.7,455.3233142,70.67791231,190.8477024,0.99,1.884129177,2.937256056,46.7371376,7.631868722,244.0589723
Chiroptera,Vespertilionidae,Myotis,hermani,0,0,Myotis hermani,7.686597462,406.3522785,63.54213981,185.6608582,0.997960885,1.907187592,2.016175349,43.14040673,6.779040474,241.5827213
Chiroptera,Vespertilionidae,Myotis,horsfieldii,0,0,Myotis horsfieldii,6.05,357.8084529,59.62601573,175.5672807,0.989358475,1.903413766,1.572591101,39.50522723,4.850918546,204.1376107
Chiroptera,Vespertilionidae,Myotis,hosonoi,0,0,Myotis hosonoi,5.835606854,368.9849974,59.47629058,181.4113923,1.000794465,1.891721255,1.607518925,40.45027689,4.854062515,199.6258304
Chiroptera,Vespertilionidae,Myotis,ikonnikovi,0,0,Myotis ikonnikovi,7.883244833,379.3067843,60.19620418,182.7347682,0.999066837,1.938835912,1.888153734,39.81471816,6.261996067,230.4492659
Chiroptera,Vespertilionidae,Myotis,insularum,0,0,Myotis insularum,7.492013296,396.7232809,64.75744929,182.0288142,0.998747902,1.900848011,1.901573648,46.01423656,6.657429056,215.6582166
Chiroptera,Vespertilionidae,Myotis,keaysi,0,0,Myotis keaysi,5.45,350.5713894,61.8370114,171.6169933,0.98,1.891909497,1.536858241,42.33891152,4.767922933,208.3691225
Chiroptera,Vespertilionidae,Myotis,keenii,0,0,Myotis keenii,6.51,359.989141,60.12215565,365,0.99,1,1.869976337,38.93,5.555856824,222
Chiroptera,Vespertilionidae,Myotis,laniger,0,0,Myotis laniger,5.944603693,362.2363671,60.16494095,179.0862956,0.994599537,1.883297558,1.623088793,44.75342483,4.839153427,197.6432898
Chiroptera,Vespertilionidae,Myotis,leibii,0,0,Myotis leibii,5.22,307.4553925,58.74408487,365,0.99,1,1.430632571,38.41539197,4.700699185,144
Chiroptera,Vespertilionidae,Myotis,levis,0,0,Myotis levis,5.49,352.7870794,61.28147374,175.8811106,0.991031501,1.798794297,1.527663783,45.02445509,4.59255132,188.13746
Chiroptera,Vespertilionidae,Myotis,longipes,0,0,Myotis longipes,8.207511554,350.3401951,61.21830988,169.5074998,1.020964982,1.84677511,1.951386142,39.33605627,6.537442861,251.3898619
Chiroptera,Vespertilionidae,Myotis,lucifugus,0,0,Myotis lucifugus,7.8,280.6,59.79,365,1,1,2.18,26,6.79,408
Chiroptera,Vespertilionidae,Myotis,macrodactylus,0,0,Myotis macrodactylus,7.48,346.3169557,61.41019114,172.9509631,1,1.851048159,1.72,40.50748161,5.588706356,234.2232051
Chiroptera,Vespertilionidae,Myotis,macropus,0,0,Myotis macropus,8.145246507,355.8389228,60.22907572,176.7856699,1.020554623,1.834018502,1.987843584,38.92148756,6.441422734,247.0667045
Chiroptera,Vespertilionidae,Myotis,macrotarsus,0,0,Myotis macrotarsus,12.64,402.6980513,70.36295117,182.7087181,1.034887431,1.89515203,2.994760332,42.84491852,8.555764743,229.3942516
Chiroptera,Vespertilionidae,Myotis,martiniquensis,0,0,Myotis martiniquensis,8.201961083,351.9261417,62.01625128,172.0241449,1.031839332,1.933570726,1.900490689,40.20363766,6.16447683,238.698303
Chiroptera,Vespertilionidae,Myotis,melanorhinus,0,0,Myotis melanorhinus,8.212535513,356.3887624,61.56144108,177.7627054,1.029523485,1.900696554,2.028277451,40.09711144,6.166930777,237.7218911
Chiroptera,Vespertilionidae,Myotis,moluccarum,0,0,Myotis moluccarum,8.200409681,377.9746416,64.47390445,186.5586361,0.999604461,1.891012065,1.97541652,46.53212715,6.421783165,235.2145842
Chiroptera,Vespertilionidae,Myotis,montivagus,0,0,Myotis montivagus,8.3,374.708279,63.16822633,183.8555011,1.007675775,1.891012065,2.076224496,41.65639352,6.874218386,239.9864344
Chiroptera,Vespertilionidae,Myotis,morrisi,0,0,Myotis morrisi,8.909936834,394.9532938,66.5142067,185.5797412,0.996708058,1.904165094,2.273830061,44.87392956,7.202706027,239.8616852
Chiroptera,Vespertilionidae,Myotis,muricola,0,0,Myotis muricola,4.8,359.0049829,66.79171535,182.3445769,1,1.886499982,1.671255268,49.76467678,5.243908813,201.6364656
Chiroptera,Vespertilionidae,Myotis,myotis,0,0,Myotis myotis,25.59,399.6,73,365,1.5,1,6,41.99,23.1,264
Chiroptera,Vespertilionidae,Myotis,mystacinus,0,0,Myotis mystacinus,5.3,410.5,62.71544789,365,1,1,1.923725837,43.75040786,6.65705069,288
Chiroptera,Vespertilionidae,Myotis,nattereri,0,0,Myotis nattereri,7.25,392.9164548,74.17811423,365,0.99,1,2.065081737,60.41,7.060236219,180
Chiroptera,Vespertilionidae,Myotis,nesopolus,0,0,Myotis nesopolus,3.56,335.9950502,67.11599491,179.9636482,0.9884114,1.835405863,1.496116706,50.78815096,4.501955871,178.9951646
Chiroptera,Vespertilionidae,Myotis,nigricans,0,0,Myotis nigricans,4.2,98,55,146.0493822,1,2,1,38,3.7,84
Chiroptera,Vespertilionidae,Myotis,nipalensis,0,0,Myotis nipalensis,7.934322878,383.6259419,68.43730984,183.9902282,0.998744844,1.906324283,2.095190494,47.86392209,6.828155442,217.5241972
Chiroptera,Vespertilionidae,Myotis,occultus,0,0,Myotis occultus,8.79,380.182202,67.73195097,183.0248101,0.990872636,1.887717894,2.169848025,44.93961849,6.366222839,213.5577995
