Order,Family,Genus,Species,Outcome_Binary,Outcome_Count,binom,AdultMass_g,SexMat_d,Gest_d,IBI_d,LitterSize,Litters_Yr,BirthWt_g,Wean_d,WeanWt_g,MaxLong_m
Carnivora,Canidae,Vulpes,vulpes,1,9,Vulpes vulpes,4820.36,321.07,52.5,365,4.59,1,100.49,50.71,1487.48,180
Rodentia,Cricetidae,Zygodontomys,brevicauda,1,1,Zygodontomys brevicauda,52.22,42.69,25.39,25,4.23,5.5,3.54,18.5,21.99,44.86004526
Rodentia,Muridae,Abditomys,latidens,0,0,Abditomys latidens,268.09,189.2025301,38.55220298,102.7387301,1.901166451,2.036177664,11.00398045,40.4525301,59.89832427,63.99112399
Rodentia,Muridae,Abeomelomys,sevia,0,0,Abeomelomys sevia,54.88,78.09085151,28.05535448,41.67907264,1,3.639989634,4.641929256,24.07763178,21.22005051,48.99483157
Rodentia,Cricetidae,Abrawayaomys,ruschii,0,0,Abrawayaomys ruschii,62.99,79.72608595,28.98295672,43.39635953,1.48639043,3.597406763,5.405835108,22.37797936,33.62352868,48.24557446
Rodentia,Abrocomidae,Abrocoma,bennettii,0,0,Abrocoma bennettii,250.5,180.5815994,67.15161461,92.49056281,4.86,2,15.93435135,30.60899783,109.773957,27.6
Rodentia,Abrocomidae,Abrocoma,boliviensis,0,0,Abrocoma boliviensis,158,269.8490835,91.43842302,123.9894171,1.888167852,1.993291805,16.25938801,43.24311529,94.09195484,82.85752103
Rodentia,Abrocomidae,Abrocoma,budini,0,0,Abrocoma budini,195.8411367,247.9785907,92.95968132,101.255289,2.326133251,2.09480851,15.06620932,40.33775346,110.3812923,79.19649571
Rodentia,Abrocomidae,Abrocoma,cinerea,0,0,Abrocoma cinerea,193.64,226.6009306,109.49,85.61562193,2.19,2.117194405,13.26,33.21040679,113.4875812,64.84703546
Rodentia,Abrocomidae,Abrocoma,famatina,0,0,Abrocoma famatina,197.874751,243.3425976,93.26649865,109.6740188,2.439929609,2.001079864,14.74706986,39.94503015,105.6524334,76.51480611
Rodentia,Abrocomidae,Abrocoma,shistacea,0,0,Abrocoma shistacea,194.5242676,245.8258985,92.88028767,103.0134375,2.356220454,2.063211787,14.59344956,40.00784354,106.0446073,77.74984436
Rodentia,Abrocomidae,Abrocoma,uspallata,0,0,Abrocoma uspallata,190.0401858,246.7088712,94.29978992,103.9053986,2.286265471,2.061039121,14.29380962,39.94258084,107.3390602,78.20744418
Rodentia,Abrocomidae,Abrocoma,vaccarum,0,0,Abrocoma vaccarum,194.5242676,245.8258985,92.88028767,103.0134375,2.356220454,2.063211787,14.59344956,40.00784354,106.0446073,77.74984436
Rodentia,Cricetidae,Abrothrix,andinus,0,0,Abrothrix andinus,24.91,45.31104254,21.28408461,21.05476138,4.538554903,2.846431121,2.360127103,19.97204566,12.40175543,33.00453152
Rodentia,Cricetidae,Abrothrix,hershkovitzi,0,0,Abrothrix hershkovitzi,28.98953074,55.54831297,21.10084244,21.75202167,4.558524647,2.937646029,2.334269743,21.38068766,12.312022,32.8066138
Rodentia,Cricetidae,Abrothrix,illuteus,0,0,Abrothrix illuteus,47.79,44.80932912,21.29756852,20.48734365,4.307524983,3.286102928,3.427154783,18.88009663,19.87128903,34.58437844
Rodentia,Cricetidae,Abrothrix,jelskii,0,0,Abrothrix jelskii,34.5,61.59508059,20.88872231,21.74720611,4.744069379,2.946035663,2.258415014,21.52356779,12.17053926,34.00487047
Rodentia,Cricetidae,Abrothrix,lanosus,0,0,Abrothrix lanosus,27.83,45.00533123,21.4512319,21.16608251,4.574615669,2.994559868,2.359351296,20.288246,12.64849698,32.94014151
Rodentia,Cricetidae,Abrothrix,longipilis,0,0,Abrothrix longipilis,38.86,51.73,21.22255019,17,3.7,3.131575865,3.29,19.65569736,16.79392975,33.80232595
Rodentia,Cricetidae,Abrothrix,markhami,0,0,Abrothrix markhami,30.47145922,44.96801544,21.26105645,21.37821912,4.665167327,3.062860693,2.358230115,20.54608719,12.51670046,34.98623117
Rodentia,Cricetidae,Abrothrix,olivaceus,0,0,Abrothrix olivaceus,24.52,170.38,21.31005801,38.95792801,5.34,2,2.225184278,24.0235203,12.21456454,12
Rodentia,Cricetidae,Abrothrix,sanborni,0,0,Abrothrix sanborni,24.7,46.14037738,21.30237352,20.98293782,4.601205765,2.907037913,2.339642715,20.03780406,12.26331518,32.82857656
Chiroptera,Pteropodidae,Acerodon,celebensis,0,0,Acerodon celebensis,384.84,345.4417404,146.0578075,196.4895968,0.98,1.896577729,32.97066172,99.65132909,112.0915673,141.6328312
Chiroptera,Pteropodidae,Acerodon,humilis,0,0,Acerodon humilis,328.9486573,322.4714944,145.2556514,189.4392139,1.000211013,1.974790007,30.98990955,108.2410512,109.4928947,145.2482585
Chiroptera,Pteropodidae,Acerodon,jubatus,0,0,Acerodon jubatus,1087.04,587.7104692,153.5884456,365,1,1,57.80960231,133.3305805,154.3898391,200.5347607
Chiroptera,Pteropodidae,Acerodon,leucotis,0,0,Acerodon leucotis,393.408405,362.9040047,145.6196178,191.0796697,0.984765225,1.924294478,35.32120512,95.88792366,111.4775628,151.8281796
Chiroptera,Pteropodidae,Acerodon,mackloti,0,0,Acerodon mackloti,467.93,357.6037104,143.5860824,189.4381278,0.98,2,34.61405922,104.569866,114.441336,155.4710959
Carnivora,Felidae,Acinonyx,jubatus,0,0,Acinonyx jubatus,50577.92,741.97,92.24,547.5,3.28,0.7,441.66,91.42,1940,228
Rodentia,Muridae,Acomys,airensis,0,0,Acomys airensis,32.53289237,77.96391627,34.98982425,36.8126874,2.761923163,3.39744518,3.550701174,26.50294101,13.41791298,64.71511607
Rodentia,Muridae,Acomys,cahirinus,0,0,Acomys cahirinus,41.16,51.9,38.54,34,2.43,7.6,5.49,14,12.31,60
Rodentia,Muridae,Acomys,chudeaui,0,0,Acomys chudeaui,30.63731242,78.22134339,34.447381,35.38197227,2.987399275,3.400514134,3.390927754,25.97909566,12.78591653,62.48635107
Rodentia,Muridae,Acomys,cilicicus,0,0,Acomys cilicicus,24.68227666,64.78558521,24.60891104,33.78682716,4.149609254,3.431175729,2.132542386,22.38174128,10.77446996,48
Rodentia,Muridae,Acomys,cineraceus,0,0,Acomys cineraceus,48.5131163,75.5429645,34.02553412,41.03445113,2.380991563,4.486477367,6.085797172,22.34608902,16.96329694,57.3363509
Rodentia,Muridae,Acomys,dimidiatus,0,0,Acomys dimidiatus,35.55214992,78.37662323,35.81484365,36.22688516,2.586607122,3.668242057,3.737619106,25.920143,13.47355615,64.10475466
Rodentia,Muridae,Acomys,ignitus,0,0,Acomys ignitus,33.28348071,78.93486902,34.5531889,35.50022988,2.999417385,3.321916057,3.472233008,26.74824911,12.9109443,63.54878246
Rodentia,Muridae,Acomys,johannis,0,0,Acomys johannis,35.18615516,78.25354558,34.88572436,36.50821361,2.881958725,3.364360583,3.49028139,26.21461782,12.87278433,63.55090336
Rodentia,Muridae,Acomys,kempi,0,0,Acomys kempi,21.99,79.31662238,33.74553253,34.5460346,3.07429151,3.17213698,2.817623797,26.2642124,12.01468098,61.68803921
Rodentia,Muridae,Acomys,louisae,0,0,Acomys louisae,20.19,75.22639382,30.80830399,34.43967931,3.168907381,3.567041162,2.259190166,23.60199452,10.84157053,58.98186153
Rodentia,Muridae,Acomys,minous,0,0,Acomys minous,62.5,71.1899231,32.04301923,40.66627989,2.224857039,4.44814065,6.292121675,21.35674833,17.92807982,55.18724238
Rodentia,Muridae,Acomys,mullah,0,0,Acomys mullah,46.20488907,79.92458887,35.05022159,40.62446304,2.41556219,4.027533597,5.96587631,25.6518619,17.2226634,64.15615296
Rodentia,Muridae,Acomys,nesiotes,0,0,Acomys nesiotes,40.51309829,80.78791724,35.27933679,36.0637353,2.554759702,3.865933582,4.272465418,25.7112831,15.09864721,64.46132008
Rodentia,Muridae,Acomys,percivali,0,0,Acomys percivali,21.99,75.94092555,38.608,35.94939059,2.7634206,4.15140217,3.112564993,24.54761822,11.80734276,61.27380631
Rodentia,Muridae,Acomys,russatus,0,0,Acomys russatus,42.35,91,34,39.29578956,2.5,3.965658564,7,23.20673321,15.91632711,60
Rodentia,Muridae,Acomys,seurati,0,0,Acomys seurati,32.46379413,79.75331308,34.57098182,36.12866235,2.932558993,3.245870065,3.441139333,27.33669559,12.90197018,63.63775051
Rodentia,Muridae,Acomys,spinosissimus,0,0,Acomys spinosissimus,26.5,79.0773969,34.67608458,36.73588843,2.71,3.380155728,3.501169956,26.88863478,12.93387259,64.44241079
Rodentia,Muridae,Acomys,subspinosus,0,0,Acomys subspinosus,21.92,79.43271164,32.46096714,34.27051328,3.136933454,3.148240101,2.505722664,26.21543305,11.33151399,61.13838686
Rodentia,Muridae,Acomys,wilsoni,0,0,Acomys wilsoni,18.5,76.50782188,39,36.07114897,2.29,7.9,3.49,25.33583188,10,67.2
Rodentia,Octodontidae,Aconaemys,fuscus,0,0,Aconaemys fuscus,129.95,284.0793933,81.17985128,125.056095,3.23,1.911562462,9.899686205,41.07240899,60.77642083,70.57612443
Rodentia,Octodontidae,Aconaemys,porteri,0,0,Aconaemys porteri,154.8043538,299.7008213,86.79186017,128.7059447,2.215285889,1.918972521,11.44502954,44.52327333,74.43841937,82.68593701
Rodentia,Octodontidae,Aconaemys,sagei,0,0,Aconaemys sagei,96.49,224.1270348,84.79607788,105.5506839,2.824533402,1.973273196,7.862106359,37.56382154,53.42454283,61.39612275
Diprotodontia,Acrobatidae,Acrobates,pygmaeus,0,0,Acrobates pygmaeus,13.84,272.11,37.40197753,183,2.8,2,0.01,97.5,3.44,86.4
Artiodactyla,Bovidae,Addax,nasomaculatus,0,0,Addax nasomaculatus,96077.36,1065,262.74,360,1,1,5633.76,198,27120.79425,308.04
Rodentia,Cricetidae,Aepeomys,lugens,0,0,Aepeomys lugens,37,64.09115479,28.27237291,30.18878682,2.521811798,3.180654614,2.430089213,23.12573557,13.74141716,47.93657444
Rodentia,Cricetidae,Aepeomys,reigi,0,0,Aepeomys reigi,34.34091815,66.01859045,29.44543099,30.68055681,2.370970702,3.374568102,2.867294225,23.56665365,15.07440412,53.75624214
Artiodactyla,Bovidae,Aepyceros,melampus,0,0,Aepyceros melampus,52591.69,498.97,196.74,365,0.98,1,5238.4,150,14563.8,213
Diprotodontia,Potoroidae,Aepyprymnus,rufescens,0,0,Aepyprymnus rufescens,2810.31,345.41,22.8,117,1.03,3,0.283523307,163.07,415.683966,96
Rodentia,Sciuridae,Aeretes,melanopterus,0,0,Aeretes melanopterus,156.2367924,260.448381,49.4997806,110.3868864,2.049150657,1.953417095,8.351660928,46.80261985,57.47694757,79.73055925
Rodentia,Sciuridae,Aeromys,tephromelas,0,0,Aeromys tephromelas,1187,592.2633309,64.18058123,139.0264315,1.07,1.970364182,36.57942201,76.43890866,230.0485619,171.1447316
Rodentia,Sciuridae,Aeromys,thomasi,0,0,Aeromys thomasi,1430.19,598.596699,62.95793519,139.1008267,1.319014382,1.909267308,36.36608786,77.44634857,242.5639285,165.7712579
Chiroptera,Pteropodidae,Aethalops,aequalis,0,0,Aethalops aequalis,29.1685058,231.1578259,137.2879621,180.1097595,1.002428005,2.004716875,6.156117348,66.14583806,20.56066202,96.23065578
Chiroptera,Pteropodidae,Aethalops,alecto,0,0,Aethalops alecto,15,189.9851533,127.7250554,173.9735056,0.99,2.034036933,3.103168413,57.94898447,10.72195379,101.6584687
Rodentia,Muridae,Aethomys,bocagei,0,0,Aethomys bocagei,90.75644691,79.39832872,26.11087209,48.85182218,3.3026704,3.923597836,4.291371567,23.56749192,28.32012633,51.70033671
Rodentia,Muridae,Aethomys,chrysophilus,0,0,Aethomys chrysophilus,80.85,96.05,26.17,56.8009297,3.09,4.132046705,4.43,24.88,30.99,51.59390226
Rodentia,Muridae,Aethomys,hindei,0,0,Aethomys hindei,140.65,59.11,24.66,57.09367211,2.05,4.203459913,6.808034024,22.02101414,32.77155104,49.3721492
Rodentia,Muridae,Aethomys,ineptus,0,0,Aethomys ineptus,133.16,74.68046876,27.3571806,58.31994444,2.831308546,4.053555841,5.510038757,22.16578051,31.44213,45.38294504
Rodentia,Muridae,Aethomys,kaiseri,0,0,Aethomys kaiseri,89.99,81.11220705,27,54.11448752,3,3.806394494,6.09,26,39.52,52.52908163
Rodentia,Muridae,Aethomys,nyikae,0,0,Aethomys nyikae,51.96836547,80.7235045,27.03378492,36.43378852,3.56,3.303793416,3.059122836,25.75312375,16.71011711,55.42293298
Rodentia,Muridae,Aethomys,silindensis,0,0,Aethomys silindensis,51.72929431,79.54599884,26.43754097,36.28339483,3.73944137,3.471363698,3.113431837,24.23129804,16.11482577,52.04824832
Rodentia,Muridae,Aethomys,stannarius,0,0,Aethomys stannarius,52.19590942,81.36408573,27.24559078,36.58794086,3.651977522,3.28382851,3.012040644,25.97907397,15.98350675,56.06589958
Rodentia,Muridae,Aethomys,thomasi,0,0,Aethomys thomasi,33.0878663,81.46877677,27.98301616,35.68437071,3.532758737,2.943463831,2.323847645,27.19671969,12.81628123,56.38004875
Carnivora,Ursidae,Ailuropoda,melanoleuca,0,0,Ailuropoda melanoleuca,117999.99,2413.02,134.99,638.75,1.62,0.7,104.39,178.98,21999.99,360
Diprotodontia,Phalangeridae,Ailurops,melanotis,0,0,Ailurops melanotis,3561.443264,516.1229123,16.28326589,304.4013659,1.042647525,1.232496682,0.259941696,237.2177573,724.9638391,128.9764929
Diprotodontia,Phalangeridae,Ailurops,ursinus,0,0,Ailurops ursinus,10000,482.3916661,20.02411838,208.9697268,1.034755899,1.622047373,0.326147971,250.8901113,900.2790807,126.3927432
Carnivora,Ailuridae,Ailurus,fulgens,0,0,Ailurus fulgens,5170.08,604.05,131.5,365,1.7,1,104.04,136.87,1140,168
Rodentia,Cricetidae,Akodon,aerosus,0,0,Akodon aerosus,59.99,59.32222063,24.96027145,27.50007797,3.446500692,3.451820246,3.604523477,17.15098923,20.96576817,26.56947454
Rodentia,Cricetidae,Akodon,affinis,0,0,Akodon affinis,24.89,47.32382152,23.97836804,27.0705014,3.932401121,3.380255448,2.193845669,19.83677754,12.01006046,32.28570641
Rodentia,Cricetidae,Akodon,albiventer,0,0,Akodon albiventer,25.95,44.72216414,23.8338014,26.91229483,4.052002265,3.009779845,2.244717973,20.1722068,11.67209797,32.87573611
Rodentia,Cricetidae,Akodon,aliquantulus,0,0,Akodon aliquantulus,25.82392053,45.54519474,23.94880187,27.61657784,4.009621136,3.018098684,2.292309341,20.17163467,11.6591273,32.3701657
Rodentia,Cricetidae,Akodon,azarae,0,0,Akodon azarae,25.27,61.87,23,41.46358909,4.59,1.25,2.2,14.44,12.26929347,28.52431519
Rodentia,Cricetidae,Akodon,bogotensis,0,0,Akodon bogotensis,12.99,50.26450714,24.01692901,27.22571441,3.618946655,3.163119869,1.465454281,20.3773137,6.797701149,32.20991945
Rodentia,Cricetidae,Akodon,boliviensis,0,0,Akodon boliviensis,27.5,39.74690816,23.26126227,26.2067753,4.86,2.945119974,2.289713605,20.53096462,11.57027505,33.18823338
Rodentia,Cricetidae,Akodon,budini,0,0,Akodon budini,26.9,44.45645321,24.01378271,28.65265442,3.990691121,3.159737277,2.290211592,20.87793976,11.78342355,32.91598701
Rodentia,Cricetidae,Akodon,cursor,0,0,Akodon cursor,39.84,52.68888199,25.49054131,28.18574659,3,3.182068307,2.476224076,21.95221859,14.01219733,33.70573078
Rodentia,Cricetidae,Akodon,dayi,0,0,Akodon dayi,32.49,45.45171324,23.72271325,27.49808743,3.920148993,3.080409164,2.35978255,20.38536202,12.015744,33.63473714
Rodentia,Cricetidae,Akodon,dolores,0,0,Akodon dolores,50.49,47.29998585,24.03928628,26.8057169,3.89,3.562580496,2.94,19.0925808,17.30818726,33.27415662
Rodentia,Cricetidae,Akodon,fumeus,0,0,Akodon fumeus,22.69,45.95881435,23.90491385,26.55635218,3.86336919,2.993693508,2.232266193,20.24339057,11.30330991,33.23692817
Rodentia,Cricetidae,Akodon,iniscatus,0,0,Akodon iniscatus,28.7,46.11428673,23.97755542,28.04321905,3.846550592,2.885193786,2.29820913,20.76150861,12.62916888,27.03608179
Rodentia,Cricetidae,Akodon,juninensis,0,0,Akodon juninensis,38.99,48.11498257,23.79886036,26.7264098,3.846917575,3.016019,2.43941094,19.81555011,13.56809036,28.97645841
Rodentia,Cricetidae,Akodon,kofordi,0,0,Akodon kofordi,29.49,46.3533611,23.96441256,27.54588056,3.881613457,3.008246131,2.345370409,20.54978027,12.02495045,32.99521995
Rodentia,Cricetidae,Akodon,latebricola,0,0,Akodon latebricola,38.99,49.13474389,24.02123353,27.43994499,3.930427089,3.119435106,2.415172504,19.7194533,13.80764333,29.70397714
Rodentia,Cricetidae,Akodon,leucolimnaeus,0,0,Akodon leucolimnaeus,31.8158547,46.70986367,23.95791517,26.85781137,3.848943898,3.085292496,2.368623111,20.38863942,12.10336922,32.67943557
Rodentia,Cricetidae,Akodon,lindberghi,0,0,Akodon lindberghi,26.4,44.42655222,23.70468511,27.93878458,3.876225252,2.947918076,2.300537278,20.63879506,12.12116055,29.48010715
Rodentia,Cricetidae,Akodon,lutescens,0,0,Akodon lutescens,20.69,47.42324206,23.57330402,26.46730441,3.862768623,3.306785631,2.052127382,20.11706116,10.8423787,29.32917145
Rodentia,Cricetidae,Akodon,mimus,0,0,Akodon mimus,23.99,44.9715705,23.97339727,27.87654613,3.82873818,3.249204616,2.186505252,21.32988513,12.12348317,27.81412962
Rodentia,Cricetidae,Akodon,molinae,0,0,Akodon molinae,32.99,28.07,23,30,3.77,2.933226814,2.94,26,13.95610001,32.78319727
Rodentia,Cricetidae,Akodon,mollis,0,0,Akodon mollis,30.39,45.25869143,23.66153851,28.46130993,3.969172818,2.77112534,2.326521174,21.32196674,12.36252919,28.91551181
Rodentia,Cricetidae,Akodon,montensis,0,0,Akodon montensis,29.66371406,45.95721025,23.89284975,27.79694918,3.876516738,2.899803065,2.363741614,20.58005113,12.3604784,29.91964195
Rodentia,Cricetidae,Akodon,mystax,0,0,Akodon mystax,28.74175741,46.30377548,23.59279461,28.73696859,3.937741481,2.777632232,2.291220731,20.98865957,12.58439896,27.45020748
Rodentia,Cricetidae,Akodon,neocenus,0,0,Akodon neocenus,42.39,48.96256002,23.79886769,27.1437607,3.953710553,3.268385897,2.756407824,20.07335345,14.52283703,33.73692106
Rodentia,Cricetidae,Akodon,oenos,0,0,Akodon oenos,31.55951357,47.55442814,24.13931777,27.02145192,3.831009266,3.10706155,2.367857613,20.41934703,12.24550913,33.140527
Rodentia,Cricetidae,Akodon,orophilus,0,0,Akodon orophilus,38.99,46.69888543,23.87913671,28.41329849,3.888776787,3.044905447,2.422178383,21.26737867,13.1146373,30.28470263
Rodentia,Cricetidae,Akodon,paranaensis,0,0,Akodon paranaensis,31.29510321,48.09662419,23.60445906,27.38392178,3.964866506,2.808368779,2.329290948,19.94473113,12.58628404,28.5917203
Rodentia,Cricetidae,Akodon,pervalens,0,0,Akodon pervalens,30.50123321,48.75953424,23.58614183,27.24630307,3.940405039,2.754884812,2.326999648,19.89261406,12.72009181,28.54617349
Rodentia,Cricetidae,Akodon,reigi,0,0,Akodon reigi,33.01093222,46.86903786,23.89936713,28.45619993,3.885759381,3.005377331,2.383151632,20.72904669,11.97134642,32.88220358
Rodentia,Cricetidae,Akodon,sanctipaulensis,0,0,Akodon sanctipaulensis,27.1,44.49796858,23.99183301,28.84878362,3.877635248,3.059356815,2.331450029,21.12462445,11.74879754,32.15182449
Rodentia,Cricetidae,Akodon,serrensis,0,0,Akodon serrensis,28.3,44.19506332,24.04557974,27.80216756,3.870592715,2.860253354,2.347256893,20.91953115,12.03876052,31.0192233
Rodentia,Cricetidae,Akodon,siberiae,0,0,Akodon siberiae,34.6,48.64620805,24.32064735,28.02859619,3.483024574,2.897595814,2.345053665,21.50722052,12.66065396,25.73728836
Rodentia,Cricetidae,Akodon,simulator,0,0,Akodon simulator,42.5,49.16176358,24.07141219,26.66851905,3.756649269,3.318264556,2.75927057,20.06279938,14.69503444,32.19073926
Rodentia,Cricetidae,Akodon,spegazzinii,0,0,Akodon spegazzinii,28.6,44.43615529,23.99051357,28.77949573,3.910305826,2.974142065,2.342830759,21.04715092,11.94352737,31.86714568
Rodentia,Cricetidae,Akodon,subfuscus,0,0,Akodon subfuscus,30.39,46.79991248,24.21529392,26.97640532,3.788244157,3.01062307,2.358274338,20.38921191,12.0612924,31.6182716
Rodentia,Cricetidae,Akodon,surdus,0,0,Akodon surdus,38.99,50.00217789,24.40481986,28.06779238,3.39522244,2.915276516,2.414197432,21.36306666,13.84076249,26.53325712
Rodentia,Cricetidae,Akodon,sylvanus,0,0,Akodon sylvanus,38.99,53.9303989,24.530567,27.3016959,3.490453647,2.976616785,2.453325172,19.84147361,13.66878783,29.15673002
Rodentia,Cricetidae,Akodon,toba,0,0,Akodon toba,51.2,57.80014941,25.54126016,27.68652527,3.408175815,3.548804749,3.472785702,18.92587608,19.49892012,32.71029611
Rodentia,Cricetidae,Akodon,torques,0,0,Akodon torques,38.99,49.9545647,23.97285384,26.47137775,3.853611483,3.386835412,2.426022088,19.92374642,13.70456657,33.78338829
Rodentia,Cricetidae,Akodon,varius,0,0,Akodon varius,40,52.8681147,25.77726428,27.83931611,3,3.323259319,2.492824791,21.75057648,14.12543832,35.33244354
Artiodactyla,Bovidae,Alcelaphus,buselaphus,0,0,Alcelaphus buselaphus,160937.86,827.69,242.66,345.5,1,1,12500,188.73,47894.46,240
Artiodactyla,Bovidae,Alcelaphus,caama,0,0,Alcelaphus caama,176115.97,691.5078043,241.1176325,339.4814652,1.010520668,1.108016257,6913.590104,146.7126142,22152.34168,183.96
Artiodactyla,Bovidae,Alcelaphus,lichtensteinii,0,0,Alcelaphus lichtensteinii,168695.66,596.29,237,365,0.98,1,15000,161.7290362,42687.44764,231.959598
Artiodactyla,Cervidae,Alces,alces,0,0,Alces alces,461900.76,668.2,235,365,1.25,1.7,12999.99,98.85,86299.96,324
Artiodactyla,Cervidae,Alces,americanus,0,0,Alces americanus,541460.44,631.37,245,355.1326445,1,1.100465592,13499.99,182.5,83051.71334,300
Chiroptera,Pteropodidae,Alionycteris,paucidentata,0,0,Alionycteris paucidentata,16.24,209.2463809,131.6648003,178.0015083,0.989160933,1.977117345,2.921252574,63.22933207,10.72929779,104.8234004
Rodentia,Dipodidae,Allactaga,balikunica,0,0,Allactaga balikunica,103.1456155,123.8400173,27.21068471,77.34654343,3.936991604,2.001583762,3.601888834,29.23825191,30.50700634,60.66272841
Rodentia,Dipodidae,Allactaga,bullata,0,0,Allactaga bullata,132.8523737,166.8958158,29.79706096,104.7285075,2.52,1.792297925,5.421303054,33.67112688,33.20879047,57.66398221
Rodentia,Dipodidae,Allactaga,elater,0,0,Allactaga elater,59,105.22,26.69953436,79.87168659,4.47,2,2.593810496,32.31,19.59896403,62.4
Rodentia,Dipodidae,Allactaga,euphratica,0,0,Allactaga euphratica,232,161.5251122,26.37080558,95.51191453,4.99,1.863483122,4.623122178,32.95967927,39.62973382,50.4
Rodentia,Dipodidae,Allactaga,firouzi,0,0,Allactaga firouzi,95.51323569,127.3429843,27.02292568,70.74275908,4.00246506,2.177052074,3.216199731,30.84099137,29.93702346,63.50279216
Rodentia,Dipodidae,Allactaga,hotsoni,0,0,Allactaga hotsoni,99.68595698,124.1917672,27.10299126,68.49843553,3.968785121,2.098148607,3.602688513,28.98331636,30.58725034,61.97593271
Rodentia,Dipodidae,Allactaga,major,0,0,Allactaga major,350,377.57,57.27038576,122.5553752,3.49,1.798995862,14.75532266,45.36,97.78148817,84
Rodentia,Dipodidae,Allactaga,severtzovi,0,0,Allactaga severtzovi,94.82794863,127.4498275,26.81549457,71.86742216,3.93,2.19652724,3.485686466,30.21633601,29.80763351,61.92568083
Rodentia,Dipodidae,Allactaga,sibirica,0,0,Allactaga sibirica,117.5,282.2282059,26.69715838,365,3.44,1,3.902278012,34.43590681,28.69577663,54
Rodentia,Dipodidae,Allactaga,tetradactyla,0,0,Allactaga tetradactyla,52,100.2213735,26.12400567,78.08418283,4.248730052,2.032149175,2.441891611,29.41631382,18.24427224,57.98603466
Rodentia,Dipodidae,Allactaga,vinogradovi,0,0,Allactaga vinogradovi,93.735758,97.24738213,27.42274169,69.6490157,3.978963973,2.173503199,3.197007385,29.14340146,29.05534658,60.65246019
Rodentia,Dipodidae,Allactaga,williamsi,0,0,Allactaga williamsi,97.14172021,93.06089821,27.03258003,71.14588552,3.875500352,2.256152614,3.534260999,29.10118224,29.46952568,60.54103266
Rodentia,Dipodidae,Allactodipus,bobrinskii,0,0,Allactodipus bobrinskii,45.03360558,94.95454876,24.21573796,75.83900322,5.15,2.045367086,2.226393128,27.66949031,15.97685871,54.40834771
Primates,Cercopithecidae,Allenopithecus,nigroviridis,0,0,Allenopithecus nigroviridis,4749.96,1359.853154,166.1493151,414.6929448,1.01,0.938017795,240.71,106.15,1147.971087,276
Primates,Cheirogaleidae,Allocebus,trichotis,0,0,Allocebus trichotis,78.09,421.1172327,115.517879,365,1,1,13.98655122,72.23957459,97.97430197,185.1938498
Rodentia,Cricetidae,Allocricetulus,curtatus,0,0,Allocricetulus curtatus,24.04674051,47.74081791,23.6329177,25.77157136,5.19,2.599521753,2.219647487,20.03053325,12.22415321,38.77049325
